x	rho	u	p	e
0.005	1.33325	111.803	149989	281246
0.015	1.33325	111.803	149989	281247
0.025	1.33325	111.802	149989	281247
0.035	1.33325	111.802	149990	281247
0.045	1.33325	111.802	149990	281248
0.055	1.33325	111.801	149990	281248
0.065	1.33325	111.802	149990	281248
0.075	1.33324	111.804	149989	281248
0.085	1.33322	111.81	149985	281246
0.095	1.33318	111.822	149979	281243
0.105	1.33312	111.84	149969	281237
0.115	1.33304	111.861	149958	281232
0.125	1.33291	111.888	149944	281235
0.135	1.33263	111.934	149920	281248
0.145	1.33198	112.06	149853	281261
0.155	1.33048	112.411	149668	281228
0.165	1.32702	113.331	149183	281050
0.175	1.32044	115.176	148214	280615
0.185	1.31016	118.162	146658	279847
0.195	1.29609	122.346	144501	278726
0.205	1.27904	127.51	141877	277312
0.215	1.26088	133.107	139079	275757
0.225	1.24363	138.515	136422	274240
0.235	1.22827	143.405	134057	272856
0.245	1.21518	147.628	132042	271651
0.255	1.20474	151.041	130433	270665
0.265	1.19722	153.54	129265	269929
0.275	1.19259	155.109	128536	269446
0.285	1.19047	155.866	128185	269189
0.295	1.18995	156.084	128084	269094
0.305	1.19059	155.917	128160	269110
0.315	1.19386	154.901	128631	269361
0.325	1.20665	150.765	130557	270496
0.335	1.23089	142.979	134250	272668
0.345	1.25651	134.918	138173	274915
0.355	1.27552	129.046	141096	276546
0.365	1.28739	125.417	142928	277553
0.375	1.29427	123.327	143992	278133
0.385	1.29852	122.037	144651	278493
0.395	1.302	120.976	145195	278793
0.405	1.30587	119.787	145807	279138
0.415	1.31063	118.317	146567	279574
0.425	1.31563	116.762	147375	280047
0.435	1.31983	115.44	148064	280460
0.445	1.32283	114.484	148564	280768
0.455	1.32465	113.896	148872	280964
0.465	1.32559	113.589	149032	281068
0.475	1.32603	113.446	149107	281115
0.485	1.32618	113.397	149132	281130
0.495	0.175182	113.39	149135	1.27062e+06
0.505	0.175182	113.381	149135	1.27062e+06
0.515	0.175182	113.36	149135	1.27062e+06
0.525	0.175181	113.326	149133	1.27061e+06
0.535	0.175175	113.255	149124	1.27057e+06
0.545	0.175167	113.151	149112	1.27053e+06
0.555	0.175161	113.034	149103	1.2705e+06
0.565	0.175156	112.899	149097	1.27048e+06
0.575	0.175152	112.742	149094	1.27048e+06
0.585	0.175146	112.598	149088	1.27048e+06
0.595	0.175135	112.478	149076	1.27046e+06
0.605	0.175126	112.303	149067	1.27045e+06
0.615	0.175126	112.028	149069	1.27047e+06
0.625	0.175121	111.5	149064	1.27046e+06
0.635	0.175111	110.667	149051	1.27042e+06
0.645	0.175121	110.089	149065	1.27047e+06
0.655	1.32747	109.854	149014	280636
0.665	1.32531	109.209	148675	280452
0.675	1.32286	108.466	148286	280238
0.685	1.32193	108.173	148133	280145
0.695	1.32151	108.019	148054	280084
0.705	1.32113	107.873	147978	280022
0.715	1.32048	107.649	147862	279940
0.725	1.31867	107.083	147567	279766
0.735	1.31315	105.402	146692	279275
0.745	1.30339	102.43	145157	278422
0.755	1.29335	99.3582	143585	277544
0.765	1.28566	96.9917	142384	276869
0.775	1.27965	95.1368	141448	276342
0.785	1.27351	93.2449	140498	275810
0.795	1.26394	90.3114	139033	275000
0.805	1.23994	82.9247	135392	272981
0.815	1.18942	66.8498	127766	268548
0.825	1.12484	45.0543	118069	262412
0.835	1.0717	26.2015	110210	257093
0.845	1.03797	13.9794	105348	253734
0.855	1.01904	7.05534	102670	251880
0.865	1.00922	3.43283	101292	250917
0.875	1.00435	1.6241	100609	250434
0.885	1.00201	0.750579	100281	250201
0.895	1.00091	0.339931	100127	250091
0.905	1.0004	0.151175	100057	250040
0.915	1.00018	0.0661006	100025	250018
0.925	1.00008	0.0284445	100011	250008
0.935	1.00003	0.0120591	100005	250003
0.945	1.00001	0.00504285	100002	250001
0.955	1.00001	0.00208218	100001	250001
0.965	1	0.00084399	100000	250000
0.975	1	0.000326635	100000	250000
0.985	1	0.000148072	100000	250000
0.995	1	0.000120993	100000	250000
