x	rho	u	p	e
0.005	1.33325	111.802	149992	281253
0.015	1.33325	111.802	149992	281253
0.025	1.33325	111.802	149992	281253
0.035	1.33325	111.802	149992	281253
0.045	1.33325	111.801	149992	281253
0.055	1.33325	111.8	149993	281253
0.065	1.33326	111.8	149993	281253
0.075	1.33326	111.8	149993	281253
0.085	1.33326	111.8	149993	281254
0.095	1.33326	111.799	149993	281254
0.105	1.33326	111.799	149993	281254
0.115	1.33326	111.798	149994	281254
0.125	1.33326	111.799	149994	281254
0.135	1.33323	111.805	149990	281254
0.145	1.33311	111.829	149978	281254
0.155	1.3328	111.896	149942	281253
0.165	1.33207	112.056	149858	281250
0.175	1.33051	112.395	149678	281241
0.185	1.32752	113.076	149319	281200
0.195	1.32234	114.357	148646	281027
0.205	1.31428	116.558	147494	280561
0.215	1.30246	120.028	145696	279654
0.225	1.2859	125.094	143104	278217
0.235	1.26426	131.876	139695	276237
0.245	1.24282	138.78	136301	274178
0.255	1.22483	144.687	133448	272379
0.265	1.21038	149.494	131164	270916
0.275	1.19935	153.159	129445	269824
0.285	1.1915	155.747	128239	269070
0.295	1.18644	157.421	127463	268583
0.305	1.18355	158.384	127018	268298
0.315	1.1822	158.83	126812	268171
0.325	1.18193	158.944	126759	268119
0.335	1.18228	158.831	126810	268148
0.345	1.18472	158.034	127175	268365
0.355	1.19297	155.349	128412	269102
0.365	1.21467	148.308	131701	271062
0.375	1.2536	135.942	137663	274536
0.385	1.28205	127.151	142050	276998
0.395	1.29569	122.987	144167	278168
0.405	1.30104	121.355	145003	278629
0.415	1.30271	120.799	145283	278810
0.425	1.30346	120.618	145379	278832
0.435	1.30374	120.543	145424	278860
0.445	1.30372	120.489	145449	278911
0.455	1.30361	120.445	145456	278949
0.465	1.30376	120.372	145490	278983
0.475	1.30527	119.93	145729	279118
0.485	1.30955	118.427	146400	279486
0.495	0.173712	114.372	147049	1.26344e+06
0.505	0.173938	111.457	147368	1.26455e+06
0.515	0.174196	109.493	147736	1.26582e+06
0.525	0.174351	108.415	147960	1.26661e+06
0.535	0.174381	108.175	148006	1.26679e+06
0.545	0.174339	108.431	147947	1.2666e+06
0.555	0.17428	108.784	147864	1.26631e+06
0.565	0.174281	108.705	147866	1.26632e+06
0.575	0.174347	108.182	147961	1.26665e+06
0.585	0.174409	107.675	148049	1.26696e+06
0.595	0.174418	107.515	148063	1.26701e+06
0.605	0.174405	107.495	148046	1.26696e+06
0.615	0.174383	107.533	148018	1.26688e+06
0.625	0.17436	107.59	147988	1.26679e+06
0.635	0.174345	107.662	147968	1.26672e+06
0.645	1.32065	107.855	147970	280109
0.655	1.32123	108.056	148062	280159
0.665	1.32124	108.062	148058	280149
0.675	1.31992	107.62	147836	280009
0.685	1.31472	106.021	146999	279526
0.695	1.30313	102.47	145170	278503
0.705	1.28652	97.3816	142573	277052
0.715	1.27567	94.035	140883	276096
0.725	1.27058	92.4529	140087	275637
0.735	1.26844	91.7741	139751	275440
0.745	1.26722	91.3694	139557	275322
0.755	1.26586	90.9321	139344	275195
0.765	1.26305	90.0702	138908	274945
0.775	1.2555	87.7164	137741	274276
0.785	1.23557	81.4267	134686	272518
0.795	1.18839	66.2844	127521	268265
0.805	1.10313	37.5589	114836	260251
0.815	1.03943	14.6417	105587	253953
0.825	1.01331	4.96937	101871	251333
0.835	1.00418	1.56257	100586	250418
0.845	1.00126	0.46973	100176	250126
0.855	1.00036	0.136354	100051	250036
0.865	1.0001	0.0383445	100014	250010
0.875	1.00003	0.0104666	100004	250003
0.885	1.00001	0.00277975	100001	250001
0.895	1	0.000720628	100000	250000
0.905	1	0.000183087	100000	250000
0.915	1	4.57854e-05	100000	250000
0.925	1	1.13157e-05	100000	250000
0.935	1	2.77264e-06	100000	250000
0.945	1	6.7471e-07	100000	250000
0.955	1	1.63094e-07	100000	250000
0.965	1	3.91119e-08	100000	250000
0.975	1	9.31822e-09	100000	250000
0.985	1	1.96495e-09	100000	250000
0.995	1	1.78142e-09	100000	250000
