x	rho	u	p	e	rhoEx	uEx	pEx	eEx
0.005	999.555	1.18132	9.96866e+08	1.07014e+06	1000	0	1e+09	1.07059e+06
0.015	998.978	2.71357	9.92809e+08	1.06957e+06	1000	0	1e+09	1.07059e+06
0.025	997.747	5.978	9.84189e+08	1.06835e+06	1000	0	1e+09	1.07059e+06
0.035	995.914	10.8319	9.71426e+08	1.06654e+06	1000	0	1e+09	1.07059e+06
0.045	993.453	17.3342	9.54431e+08	1.06415e+06	1000	0	1e+09	1.07059e+06
0.055	990.379	25.4393	9.33408e+08	1.06121e+06	1000	0	1e+09	1.07059e+06
0.065	986.757	34.9662	9.08921e+08	1.05781e+06	1000	0	1e+09	1.07059e+06
0.075	982.67	45.6888	8.81647e+08	1.05405e+06	997.058	7.79848	9.7939e+08	1.06767e+06
0.085	978.198	57.3829	8.52247e+08	1.05002e+06	991.155	23.397	9.38658e+08	1.06194e+06
0.095	973.417	69.8467	8.21305e+08	1.04583e+06	985.227	38.9954	8.98576e+08	1.05636e+06
0.105	968.388	82.9109	7.89308e+08	1.04154e+06	979.273	54.5939	8.59142e+08	1.05094e+06
0.115	963.161	96.4413	7.56637e+08	1.03722e+06	973.295	70.1924	8.20351e+08	1.04568e+06
0.125	957.773	110.336	7.23579e+08	1.0329e+06	967.291	85.7909	7.82199e+08	1.04057e+06
0.135	952.251	124.52	6.90346e+08	1.02863e+06	961.26	101.389	7.44683e+08	1.03561e+06
0.145	946.615	138.939	6.5709e+08	1.02442e+06	955.203	116.988	7.07799e+08	1.03082e+06
0.155	940.877	153.555	6.23923e+08	1.0203e+06	949.119	132.586	6.71542e+08	1.0262e+06
0.165	935.049	168.339	5.90925e+08	1.01628e+06	943.007	148.185	6.35908e+08	1.02173e+06
0.175	929.137	183.271	5.58158e+08	1.01237e+06	936.868	163.783	6.00894e+08	1.01744e+06
0.185	923.146	198.333	5.2567e+08	1.00859e+06	930.7	179.382	5.66495e+08	1.01331e+06
0.195	917.083	213.51	4.93508e+08	1.00495e+06	924.504	194.98	5.32708e+08	1.00935e+06
0.205	910.952	228.781	4.6172e+08	1.00145e+06	918.278	210.579	4.99528e+08	1.00557e+06
0.215	904.765	244.123	4.30361e+08	998102	912.023	226.177	4.66952e+08	1.00196e+06
0.225	898.53	259.506	3.99497e+08	994924	905.737	241.776	4.34974e+08	998528
0.235	892.266	274.888	3.69207e+08	991925	899.421	257.374	4.03592e+08	995278
0.245	885.992	290.218	3.39587e+08	989116	893.074	272.973	3.72801e+08	992211
0.255	879.728	305.449	3.10713e+08	986505	886.694	288.571	3.42596e+08	989331
0.265	873.483	320.558	2.82615e+08	984097	880.283	304.17	3.12973e+08	986639
0.275	867.266	335.523	2.55315e+08	981894	873.839	319.768	2.83929e+08	984140
0.285	861.093	350.309	2.28859e+08	979897	867.361	335.367	2.55459e+08	981835
0.295	854.986	364.86	2.03318e+08	978110	860.849	350.965	2.27559e+08	979730
0.305	848.979	379.1	1.78798e+08	976536	854.303	366.564	2.00224e+08	977827
0.315	843.117	392.925	1.55437e+08	975176	847.721	382.162	1.73451e+08	976130
0.325	837.457	406.209	1.33402e+08	974028	841.103	397.761	1.47235e+08	974642
0.335	832.066	418.799	1.12883e+08	973086	834.449	413.359	1.21571e+08	973369
0.345	827.019	430.535	9.408e+07	972338	827.757	428.958	9.64548e+07	972314
0.355	822.389	441.251	7.71769e+07	971765	821.027	444.556	7.18828e+07	971481
0.365	818.247	450.805	6.23229e+07	971346	814.259	460.154	4.78502e+07	970876
0.375	814.643	459.088	4.96068e+07	971052	807.45	475.753	2.43525e+07	970503
0.385	811.606	466.048	3.90385e+07	970856	804.445	482.61	1.41905e+07	970414
0.395	809.135	471.695	3.05413e+07	970732	804.445	482.61	1.41905e+07	970414
0.405	807.2	476.105	2.3955e+07	970659	804.445	482.61	1.41905e+07	970414
0.415	805.748	479.407	1.90525e+07	970619	804.445	482.61	1.41905e+07	970414
0.425	804.707	481.767	1.55643e+07	970599	804.445	482.61	1.41905e+07	970414
0.435	803.998	483.367	1.32074e+07	970593	804.445	482.61	1.41905e+07	970414
0.445	803.543	484.385	1.17124e+07	970596	804.445	482.61	1.41905e+07	970414
0.455	803.272	484.979	1.08416e+07	970604	804.445	482.61	1.41905e+07	970414
0.465	803.126	485.285	1.0396e+07	970618	804.445	482.61	1.41905e+07	970414
0.475	803.057	485.41	1.02169e+07	970636	804.445	482.61	1.41905e+07	970414
0.485	803.034	485.436	1.01837e+07	970651	804.445	482.61	1.41905e+07	970414
0.495	803.035	485.417	1.02145e+07	970661	804.445	482.61	1.41905e+07	970414
0.505	803.07	485.312	1.03713e+07	970676	804.445	482.61	1.41905e+07	970414
0.515	803.12	485.15	1.06152e+07	970705	804.445	482.61	1.41905e+07	970414
0.525	803.152	485.015	1.08184e+07	970740	804.445	482.61	1.41905e+07	970414
0.535	803.17	484.899	1.09935e+07	970783	804.445	482.61	1.41905e+07	970414
0.545	803.176	484.814	1.11245e+07	970824	804.445	482.61	1.41905e+07	970414
0.555	803.179	484.724	1.12626e+07	970871	804.445	482.61	1.41905e+07	970414
0.565	803.178	484.641	1.13903e+07	970919	804.445	482.61	1.41905e+07	970414
0.575	803.179	484.559	1.15166e+07	970964	804.445	482.61	1.41905e+07	970414
0.585	803.175	484.489	1.16269e+07	971009	804.445	482.61	1.41905e+07	970414
0.595	803.176	484.421	1.17319e+07	971046	804.445	482.61	1.41905e+07	970414
0.605	803.178	484.332	1.18685e+07	971094	804.445	482.61	1.41905e+07	970414
