x	rho	u	p	e
0.005	1.33323	111.806	149989	281251
0.015	1.33324	111.806	149990	281252
0.025	1.33324	111.805	149990	281252
0.035	1.33324	111.804	149991	281252
0.045	1.33325	111.802	149992	281253
0.055	1.33325	111.802	149992	281253
0.065	1.33325	111.802	149992	281253
0.075	1.33325	111.802	149992	281253
0.085	1.33325	111.802	149992	281253
0.095	1.33325	111.802	149992	281252
0.105	1.33325	111.801	149992	281253
0.115	1.33325	111.8	149993	281255
0.125	1.33322	111.799	149993	281261
0.135	1.33314	111.799	149993	281279
0.145	1.33292	111.801	149993	281324
0.155	1.33246	111.8	149993	281421
0.165	1.33161	111.798	149994	281602
0.175	1.33044	111.798	149994	281850
0.185	1.32985	111.798	149994	281976
0.195	1.32977	111.799	149994	281991
0.205	1.32992	111.799	149993	281959
0.215	1.33042	111.798	149994	281855
0.225	1.33126	111.797	149995	281677
0.235	1.332	111.797	149995	281521
0.245	1.3324	111.797	149994	281436
0.255	1.33262	111.799	149994	281389
0.265	1.33275	111.799	149993	281361
0.275	1.33284	111.798	149994	281342
0.285	1.33292	111.796	149995	281328
0.295	1.33299	111.795	149996	281315
0.305	1.33303	111.795	149996	281305
0.315	1.33307	111.796	149995	281296
0.325	1.3331	111.798	149994	281288
0.335	1.33312	111.798	149994	281282
0.345	1.33314	111.799	149993	281277
0.355	1.33314	111.805	149990	281272
0.365	1.33306	111.834	149975	281261
0.375	1.3327	111.944	149917	281227
0.385	1.33155	112.292	149733	281126
0.395	1.32839	113.236	149235	280857
0.405	1.32097	115.455	148069	280228
0.415	1.30592	119.982	145715	278950
0.425	1.27939	128.052	141596	276686
0.435	1.24623	138.354	136487	273799
0.445	1.22031	146.589	132530	271509
0.455	1.20275	152.274	129845	269890
0.465	1.19119	155.746	128196	269051
0.475	1.18645	157.729	127330	268302
0.485	1.18322	158.699	126904	268132
0.495	1.18094	159.041	126683	268181
0.505	1.18015	159.177	126587	268159
0.515	1.18031	159.263	126603	268157
0.525	1.18043	159.272	126621	268166
0.535	1.18043	159.272	126620	268166
0.545	0.158832	159.278	126622	1.18986e+06
0.555	0.158838	159.318	126629	1.18988e+06
0.565	0.158841	159.346	126634	1.18991e+06
0.575	0.158843	159.358	126636	1.18992e+06
0.585	0.158842	159.357	126636	1.18992e+06
0.595	0.158839	159.342	126634	1.18992e+06
0.605	0.158835	159.314	126629	1.1899e+06
0.615	0.158828	159.266	126620	1.18987e+06
0.625	0.15881	159.138	126596	1.18978e+06
0.635	0.15877	158.852	126544	1.18959e+06
0.645	0.158719	158.489	126477	1.18935e+06
0.655	0.158656	158.029	126393	1.18903e+06
0.665	0.158585	157.517	126299	1.18867e+06
0.675	0.158514	157.007	126206	1.18832e+06
0.685	0.158434	156.42	126099	1.18792e+06
0.695	0.158299	155.445	125921	1.18726e+06
0.705	0.158037	153.552	125576	1.18597e+06
0.715	0.157648	150.72	125062	1.18403e+06
0.725	0.157225	147.616	124499	1.18187e+06
0.735	0.15669	143.701	123793	1.17918e+06
0.745	0.156101	139.411	123022	1.17625e+06
0.755	0.155429	134.468	122140	1.17287e+06
0.765	0.154327	126.35	120698	1.1673e+06
0.775	0.151692	106.669	117270	1.15386e+06
0.785	0.146316	66.0336	110418	1.12635e+06
0.795	0.142296	34.7733	105386	1.10539e+06
0.805	0.140208	18.3281	102812	1.09445e+06
0.815	0.139151	9.95318	101519	1.0889e+06
0.825	0.138598	5.56392	100847	1.086e+06
0.835	0.138298	3.17347	100482	1.08443e+06
0.845	0.13813	1.8319	100278	1.08354e+06
0.855	0.138033	1.06451	100162	1.08303e+06
0.865	0.137978	0.620598	100094	1.08274e+06
0.875	0.137945	0.362178	100055	1.08257e+06
0.885	0.137926	0.211272	100032	1.08247e+06
0.895	0.137915	0.123063	100019	1.08241e+06
0.905	0.137909	0.071523	100011	1.08238e+06
0.915	0.137905	0.0414506	100006	1.08236e+06
0.925	0.137903	0.0239397	100004	1.08235e+06
0.935	0.137902	0.0137699	100002	1.08234e+06
0.945	0.137901	0.00788267	100001	1.08234e+06
0.955	0.137901	0.00448821	100001	1.08234e+06
0.965	0.1379	0.00254008	100000	1.08233e+06
0.975	0.1379	0.00143132	100000	1.08233e+06
0.985	0.1379	0.000762707	100000	1.08233e+06
0.995	0.1379	0.000522777	100000	1.08233e+06
