x	rho	u	p	e	rhoEx	uEx	pEx	eEx
0.00125	1000	1.0759e-07	1e+09	1.07059e+06	1000	0	1e+09	1.07059e+06
0.00375	1000	2.22545e-07	1e+09	1.07059e+06	1000	0	1e+09	1.07059e+06
0.00625	1000	5.5112e-07	1e+09	1.07059e+06	1000	0	1e+09	1.07059e+06
0.00875	1000	1.26622e-06	1e+09	1.07059e+06	1000	0	1e+09	1.07059e+06
0.01125	1000	2.85185e-06	1e+09	1.07059e+06	1000	0	1e+09	1.07059e+06
0.01375	1000	6.43968e-06	1e+09	1.07059e+06	1000	0	1e+09	1.07059e+06
0.01625	1000	1.45655e-05	1e+09	1.07059e+06	1000	0	1e+09	1.07059e+06
0.01875	1000	3.29436e-05	1e+09	1.07059e+06	1000	0	1e+09	1.07059e+06
0.02125	1000	7.44972e-05	1e+09	1.07059e+06	1000	0	1e+09	1.07059e+06
0.02375	1000	0.000168453	1e+09	1.07059e+06	1000	0	1e+09	1.07059e+06
0.02625	1000	0.000380882	9.99999e+08	1.07059e+06	1000	0	1e+09	1.07059e+06
0.02875	1000	0.000861148	9.99998e+08	1.07059e+06	1000	0	1e+09	1.07059e+06
0.03125	999.999	0.00194694	9.99995e+08	1.07059e+06	1000	0	1e+09	1.07059e+06
0.03375	999.998	0.00440161	9.99988e+08	1.07059e+06	1000	0	1e+09	1.07059e+06
0.03625	999.996	0.00994965	9.99974e+08	1.07058e+06	1000	0	1e+09	1.07059e+06
0.03875	999.992	0.0224938	9.9994e+08	1.07058e+06	1000	0	1e+09	1.07059e+06
0.04125	999.981	0.0508211	9.99865e+08	1.07057e+06	1000	0	1e+09	1.07059e+06
0.04375	999.957	0.11499	9.99695e+08	1.07054e+06	1000	0	1e+09	1.07059e+06
0.04625	999.901	0.261583	9.99306e+08	1.07049e+06	1000	0	1e+09	1.07059e+06
0.04875	999.779	0.587034	9.98443e+08	1.07037e+06	1000	0	1e+09	1.07059e+06
0.05125	999.561	1.16422	9.96913e+08	1.07015e+06	1000	0	1e+09	1.07059e+06
0.05375	999.238	2.02151	9.94642e+08	1.06983e+06	1000	0	1e+09	1.07059e+06
0.05625	998.801	3.18023	9.91576e+08	1.06939e+06	1000	0	1e+09	1.07059e+06
0.05875	998.248	4.64703	9.877e+08	1.06884e+06	1000	0	1e+09	1.07059e+06
0.06125	997.58	6.41657	9.83032e+08	1.06818e+06	1000	0	1e+09	1.07059e+06
0.06375	996.803	8.47282	9.77618e+08	1.06742e+06	1000	0	1e+09	1.07059e+06
0.06625	995.927	10.7919	9.71526e+08	1.06656e+06	1000	0	1e+09	1.07059e+06
0.06875	994.961	13.3451	9.64836e+08	1.06562e+06	1000	0	1e+09	1.07059e+06
0.07125	993.918	16.1019	9.57631e+08	1.0646e+06	999.265	1.94905	9.94834e+08	1.06985e+06
0.07375	992.808	19.0322	9.49995e+08	1.06353e+06	997.794	5.84867	9.84528e+08	1.06839e+06
0.07625	991.643	22.1081	9.42005e+08	1.06241e+06	996.321	9.74829	9.74263e+08	1.06694e+06
0.07875	990.43	25.3045	9.33728e+08	1.06125e+06	994.847	13.6479	9.64039e+08	1.0655e+06
0.08125	989.179	28.6	9.25223e+08	1.06007e+06	993.371	17.5475	9.53856e+08	1.06407e+06
0.08375	987.896	31.9764	9.16539e+08	1.05886e+06	991.894	21.4472	9.43714e+08	1.06265e+06
0.08625	986.587	35.4191	9.07717e+08	1.05763e+06	990.415	25.3468	9.33612e+08	1.06123e+06
0.08875	985.256	38.9159	8.98787e+08	1.0564e+06	988.934	29.2464	9.23551e+08	1.05983e+06
0.09125	983.906	42.4573	8.89777e+08	1.05515e+06	987.452	33.146	9.13531e+08	1.05844e+06
0.09375	982.542	46.0356	8.80707e+08	1.0539e+06	985.969	37.0456	9.03551e+08	1.05705e+06
0.09625	981.164	49.6448	8.71593e+08	1.05265e+06	984.484	40.9453	8.93612e+08	1.05568e+06
