x	rho	u	p	e
0.005	1.33325	111.804	149989	281246
0.015	1.33325	111.803	149989	281247
0.025	1.33325	111.802	149989	281247
0.035	1.33325	111.802	149990	281247
0.045	1.33325	111.801	149990	281248
0.055	1.33325	111.801	149990	281248
0.065	1.33325	111.801	149990	281248
0.075	1.33325	111.8	149990	281249
0.085	1.33325	111.801	149990	281249
0.095	1.33324	111.804	149989	281249
0.105	1.33322	111.81	149985	281247
0.115	1.33317	111.823	149979	281245
0.125	1.33306	111.842	149968	281248
0.135	1.33286	111.87	149954	281264
0.145	1.33251	111.905	149935	281302
0.155	1.33196	111.965	149903	281357
0.165	1.33105	112.115	149824	281402
0.175	1.3293	112.515	149613	281375
0.185	1.32564	113.507	149090	281168
0.195	1.31865	115.524	148033	280651
0.205	1.30742	118.863	146296	279742
0.215	1.29196	123.534	143894	278441
0.225	1.27365	129.158	141048	276858
0.235	1.25506	134.96	138164	275214
0.245	1.23818	140.308	135550	273689
0.255	1.22353	145.01	133287	272340
0.265	1.21129	148.988	131397	271192
0.275	1.20153	152.198	129889	270258
0.285	1.19424	154.622	128759	269541
0.295	1.18935	156.276	127993	269040
0.305	1.1866	157.23	127553	268736
0.315	1.1855	157.632	127367	268593
0.325	1.18536	157.707	127332	268551
0.335	1.18624	157.447	127451	268603
0.345	1.18993	156.277	127991	268905
0.355	1.20342	151.881	130030	270124
0.365	1.22892	143.656	133919	272433
0.375	1.25596	135.126	138066	274822
0.385	1.27615	128.875	141177	276570
0.395	1.28892	124.958	143157	277669
0.405	1.29621	122.723	144296	278304
0.415	1.29998	121.556	144894	278647
0.425	1.30175	120.989	145185	278827
0.435	1.3025	120.725	145320	278924
0.445	1.30283	120.582	145391	278990
0.455	1.30312	120.465	145457	279056
0.465	1.30384	120.275	145586	279149
0.475	1.30644	119.51	146003	279392
0.485	1.31008	117.748	146580	279715
0.495	0.173668	115.473	146954	1.26295e+06
0.505	0.173801	113.483	147143	1.26361e+06
0.515	0.173888	112.035	147273	1.26409e+06
0.525	0.173948	111.313	147363	1.26443e+06
0.535	0.173982	111.035	147418	1.26465e+06
0.545	0.174019	110.689	147477	1.26489e+06
0.555	0.174079	110.215	147565	1.26521e+06
0.565	0.174145	109.697	147661	1.26555e+06
0.575	0.174199	109.276	147737	1.26581e+06
0.585	0.17424	108.955	147792	1.26598e+06
0.595	0.174273	108.703	147834	1.26611e+06
0.605	0.174299	108.503	147866	1.26619e+06
0.615	0.17432	108.343	147890	1.26625e+06
0.625	0.174334	108.207	147907	1.26628e+06
0.635	0.17434	108.093	147914	1.2663e+06
0.645	1.31975	107.979	147913	280191
0.655	1.31962	107.82	147890	280175
0.665	1.31903	107.551	147789	280109
0.675	1.31716	106.944	147481	279922
0.685	1.31122	105.119	146529	279376
0.695	1.3001	101.702	144766	278374
0.705	1.28814	97.9986	142878	277296
0.715	1.27924	95.2225	141477	276486
0.725	1.27375	93.4953	140611	275978
0.735	1.27071	92.5261	140127	275687
0.745	1.26888	91.936	139833	275505
0.755	1.26719	91.397	139565	275342
0.765	1.2644	90.5221	139131	275093
0.775	1.25793	88.523	138140	274539
0.785	1.23515	81.494	134691	272621
0.795	1.1808	64.1295	126504	267836
0.805	1.11306	41.0183	116338	261304
0.815	1.06173	22.6161	108764	256102
0.825	1.03113	11.4709	104372	253052
0.835	1.01486	5.51324	102082	251466
0.845	1.00684	2.55108	100959	250681
0.855	1.00306	1.1436	100429	250306
0.865	1.00133	0.498785	100187	250133
0.875	1.00057	0.21248	100080	250057
0.885	1.00024	0.0886892	100033	250024
0.895	1.0001	0.0363724	100014	250010
0.905	1.00004	0.014697	100005	250004
0.915	1.00002	0.00586788	100002	250002
0.925	1.00001	0.00232095	100001	250001
0.935	1	0.000911264	100000	250000
0.945	1	0.00035559	100000	250000
0.955	1	0.000137937	100000	250000
0.965	1	5.2828e-05	100000	250000
0.975	1	1.93893e-05	100000	250000
0.985	1	8.5629e-06	100000	250000
0.995	1	7.01755e-06	100000	250000
