x	rho	u	p	e	rhoEx	uEx	pEx	eEx
0.005	1	-2	0.4	1	1	-2	0.4	1
0.015	0.999998	-2	0.399999	0.999999	1	-2	0.4	1
0.025	0.999978	-1.99998	0.399987	0.999991	1	-2	0.4	1
0.035	0.999802	-1.99985	0.399889	0.999921	1	-2	0.4	1
0.045	0.998829	-1.99912	0.399345	0.999532	1	-2	0.4	1
0.055	0.99524	-1.99644	0.39734	0.998101	1	-2	0.4	1
0.065	0.985885	-1.98941	0.392136	0.994375	1	-2	0.4	1
0.075	0.967613	-1.97555	0.382041	0.987071	1	-2	0.4	1
0.085	0.93916	-1.95357	0.366486	0.97557	1	-2	0.4	1
0.095	0.901593	-1.92374	0.346241	0.96008	0.947325	-1.95972	0.370816	0.978587
0.105	0.857037	-1.88702	0.322653	0.941188	0.878333	-1.90417	0.333567	0.949432
0.115	0.807372	-1.8436	0.296534	0.918207	0.813421	-1.84861	0.299572	0.920717
0.125	0.755494	-1.79569	0.270094	0.893766	0.752405	-1.79306	0.268591	0.892443
0.135	0.70522	-1.74752	0.245248	0.869403	0.695106	-1.7375	0.240398	0.86461
0.145	0.65744	-1.69875	0.222285	0.845267	0.641353	-1.68195	0.214781	0.837219
0.155	0.612213	-1.6497	0.201078	0.821112	0.590978	-1.62639	0.19154	0.810268
0.165	0.569344	-1.60059	0.181548	0.79718	0.543819	-1.57083	0.170489	0.783758
0.175	0.528652	-1.55148	0.163662	0.773961	0.49972	-1.51528	0.151453	0.757688
0.185	0.489998	-1.50244	0.147356	0.751819	0.458529	-1.45972	0.134268	0.73206
0.195	0.453353	-1.45361	0.132521	0.73078	0.4201	-1.40417	0.118783	0.706873
0.205	0.418925	-1.40509	0.119063	0.710524	0.384293	-1.34861	0.104854	0.682126
0.215	0.387092	-1.35685	0.106901	0.690412	0.350969	-1.29306	0.09235	0.657821
0.225	0.358181	-1.30893	0.0959287	0.669555	0.319999	-1.2375	0.0811461	0.633956
0.235	0.33233	-1.26142	0.0860051	0.646985	0.291254	-1.18195	0.0711281	0.610533
0.245	0.309477	-1.21455	0.076987	0.621912	0.264613	-1.12639	0.0621894	0.58755
0.255	0.2894	-1.16845	0.0687583	0.593973	0.239959	-1.07083	0.0542315	0.565008
0.265	0.271775	-1.12301	0.0612457	0.563386	0.217177	-1.01528	0.0471628	0.542907
0.275	0.256214	-1.07795	0.0544107	0.530912	0.196159	-0.959724	0.040899	0.521247
0.285	0.242218	-1.03307	0.0482091	0.49758	0.176802	-0.904168	0.0353623	0.500028
0.295	0.229084	-0.988585	0.042548	0.464326	0.159003	-0.848613	0.0304809	0.47925
0.305	0.216118	-0.944687	0.0373367	0.431902	0.142668	-0.793057	0.0261888	0.458913
0.315	0.202967	-0.901314	0.0325703	0.401177	0.127703	-0.737502	0.0224255	0.439016
0.325	0.18935	-0.858793	0.028246	0.372935	0.114022	-0.681946	0.0191356	0.419561
0.335	0.175017	-0.817542	0.0243301	0.347539	0.101539	-0.62639	0.0162684	0.400546
0.345	0.159789	-0.778235	0.0207641	0.324866	0.090174	-0.570835	0.0137776	0.381973
0.355	0.143465	-0.742444	0.0174612	0.304276	0.0798503	-0.515279	0.0116211	0.36384
0.365	0.125161	-0.71723	0.0142654	0.284942	0.0704946	-0.459724	0.00976065	0.346148
0.375	0.107159	-0.696477	0.0114085	0.266157	0.0620372	-0.404168	0.00816155	0.328898
0.385	0.0932138	-0.66842	0.00935534	0.250911	0.0544116	-0.348613	0.00679248	0.312088
0.395	0.0834992	-0.629579	0.00801541	0.239985	0.0475551	-0.293057	0.00562518	0.295719
0.405	0.0770303	-0.580855	0.00715603	0.232247	0.0414079	-0.237502	0.00463422	0.279791
0.415	0.0727694	-0.524844	0.00658821	0.226339	0.0359135	-0.181946	0.00379683	0.264304
0.425	0.0699854	-0.464006	0.00619279	0.221217	0.0310184	-0.12639	0.00309263	0.249257
0.435	0.0682455	-0.400276	0.00590126	0.216177	0.0266723	-0.0708349	0.00250349	0.234652
0.445	0.067304	-0.335329	0.00567536	0.210811	0.0228276	-0.0152793	0.00201328	0.220488
0.455	0.066981	-0.270805	0.00549989	0.205278	0.0218521	0	0.00189387	0.216669
0.465	0.0673364	-0.207079	0.00538449	0.19991	0.0218521	0	0.00189387	0.216669
0.475	0.0674141	-0.147923	0.0052909	0.196209	0.0218521	0	0.00189387	0.216669
0.485	0.0708199	-0.0823092	0.00537713	0.189817	0.0218521	0	0.00189387	0.216669
0.495	0.0699659	-0.0279918	0.00528651	0.188896	0.0218521	0	0.00189387	0.216669
0.505	0.0699659	0.0279918	0.00528651	0.188896	0.0218521	0	0.00189387	0.216669
0.515	0.0708199	0.0823092	0.00537713	0.189817	0.0218521	0	0.00189387	0.216669
0.525	0.0674141	0.147923	0.0052909	0.196209	0.0218521	0	0.00189387	0.216669
0.535	0.0673364	0.207079	0.00538449	0.19991	0.0218521	0	0.00189387	0.216669
0.545	0.066981	0.270805	0.00549989	0.205278	0.0218521	0	0.00189387	0.216669
0.555	0.067304	0.335329	0.00567536	0.210811	0.0228276	0.0152793	0.00201328	0.220488
0.565	0.0682455	0.400276	0.00590126	0.216177	0.0266723	0.0708349	0.00250349	0.234652
0.575	0.0699854	0.464006	0.00619279	0.221217	0.0310184	0.12639	0.00309263	0.249257
0.585	0.0727694	0.524844	0.00658821	0.226339	0.0359135	0.181946	0.00379683	0.264304
0.595	0.0770303	0.580855	0.00715603	0.232247	0.0414079	0.237502	0.00463422	0.279791
0.605	0.0834992	0.629579	0.00801541	0.239985	0.0475551	0.293057	0.00562518	0.295719
0.615	0.0932138	0.66842	0.00935534	0.250911	0.0544116	0.348613	0.00679248	0.312088
0.625	0.107159	0.696477	0.0114085	0.266157	0.0620372	0.404168	0.00816155	0.328898
0.635	0.125161	0.71723	0.0142654	0.284942	0.0704946	0.459724	0.00976065	0.346148
0.645	0.143465	0.742444	0.0174612	0.304276	0.0798503	0.515279	0.0116211	0.36384
0.655	0.159789	0.778235	0.0207641	0.324866	0.090174	0.570835	0.0137776	0.381973
0.665	0.175017	0.817542	0.0243301	0.347539	0.101539	0.62639	0.0162684	0.400546
0.675	0.18935	0.858793	0.028246	0.372935	0.114022	0.681946	0.0191356	0.419561
0.685	0.202967	0.901314	0.0325703	0.401177	0.127703	0.737502	0.0224255	0.439016
0.695	0.216118	0.944687	0.0373367	0.431902	0.142668	0.793057	0.0261888	0.458913
0.705	0.229084	0.988585	0.042548	0.464326	0.159003	0.848613	0.0304809	0.47925
0.715	0.242218	1.03307	0.0482091	0.49758	0.176802	0.904168	0.0353623	0.500028
0.725	0.256214	1.07795	0.0544107	0.530912	0.196159	0.959724	0.040899	0.521247
0.735	0.271775	1.12301	0.0612457	0.563386	0.217177	1.01528	0.0471628	0.542907
0.745	0.2894	1.16845	0.0687583	0.593973	0.239959	1.07083	0.0542315	0.565008
0.755	0.309477	1.21455	0.076987	0.621912	0.264613	1.12639	0.0621894	0.58755
