x	rho	u	p	e	rhoEx	uEx	pEx	eEx
0.00125	1	-2	0.4	1	1	-2	0.4	1
0.00375	1	-2	0.4	1	1	-2	0.4	1
0.00625	1	-2	0.4	1	1	-2	0.4	1
0.00875	1	-2	0.4	1	1	-2	0.4	1
0.01125	1	-2	0.4	1	1	-2	0.4	1
0.01375	1	-2	0.4	1	1	-2	0.4	1
0.01625	1	-2	0.4	1	1	-2	0.4	1
0.01875	1	-2	0.4	1	1	-2	0.4	1
0.02125	1	-2	0.4	1	1	-2	0.4	1
0.02375	1	-2	0.4	1	1	-2	0.4	1
0.02625	1	-2	0.4	1	1	-2	0.4	1
0.02875	1	-2	0.4	1	1	-2	0.4	1
0.03125	1	-2	0.4	1	1	-2	0.4	1
0.03375	1	-2	0.4	1	1	-2	0.4	1
0.03625	1	-2	0.4	1	1	-2	0.4	1
0.03875	1	-2	0.4	1	1	-2	0.4	1
0.04125	1	-2	0.4	1	1	-2	0.4	1
0.04375	1	-2	0.4	1	1	-2	0.4	1
0.04625	1	-2	0.4	1	1	-2	0.4	1
0.04875	1	-2	0.4	1	1	-2	0.4	1
0.05125	1	-2	0.4	1	1	-2	0.4	1
0.05375	1	-2	0.4	1	1	-2	0.4	1
0.05625	0.999999	-2	0.4	1	1	-2	0.4	1
0.05875	0.999998	-2	0.399999	0.999999	1	-2	0.4	1
0.06125	0.99999	-1.99999	0.399995	0.999996	1	-2	0.4	1
0.06375	0.999966	-1.99997	0.399981	0.999987	1	-2	0.4	1
0.06625	0.999895	-1.99992	0.399941	0.999958	1	-2	0.4	1
0.06875	0.999708	-1.99978	0.399836	0.999883	1	-2	0.4	1
0.07125	0.999266	-1.99945	0.399589	0.999706	1	-2	0.4	1
0.07375	0.998335	-1.99875	0.399068	0.999334	1	-2	0.4	1
0.07625	0.996579	-1.99744	0.398086	0.998631	1	-2	0.4	1
0.07875	0.993594	-1.9952	0.396418	0.997436	1	-2	0.4	1
0.08125	0.988999	-1.99174	0.393856	0.995593	1	-2	0.4	1
0.08375	0.982536	-1.98685	0.390261	0.992993	1	-2	0.4	1
0.08625	0.974137	-1.98046	0.385602	0.989599	1	-2	0.4	1
0.08875	0.963928	-1.97263	0.379961	0.985451	0.9926	-1.99445	0.395862	0.997033
0.09125	0.952172	-1.96354	0.373496	0.980642	0.974287	-1.98056	0.385675	0.989634
0.09375	0.939196	-1.9534	0.366395	0.975289	0.956245	-1.96667	0.375714	0.982263
0.09625	0.925314	-1.94242	0.358841	0.969511	0.938471	-1.95278	0.365973	0.974919
