x	rho	u	p	e	rhoEx	uEx	pEx	eEx
0.00125	0.999999	5.21772e-05	999.998	2500	1	0	1000	2500
0.00375	0.999997	0.000115448	999.996	2500	1	0	1000	2500
0.00625	0.999994	0.000228624	999.991	2499.99	1	0	1000	2500
0.00875	0.999988	0.000443547	999.983	2499.99	1	0	1000	2500
0.01125	0.999978	0.000838753	999.969	2499.98	1	0	1000	2500
0.01375	0.999959	0.00154573	999.942	2499.96	1	0	1000	2500
0.01625	0.999926	0.00277486	999.896	2499.93	1	0	1000	2500
0.01875	0.99987	0.00485008	999.819	2499.87	1	0	1000	2500
0.02125	0.99978	0.00824986	999.691	2499.78	1	0	1000	2500
0.02375	0.999635	0.0136498	999.489	2499.64	1	0	1000	2500
0.02625	0.999413	0.0219585	999.179	2499.41	1	0	1000	2500
0.02875	0.999083	0.0343338	998.716	2499.08	1	0	1000	2500
0.03125	0.998607	0.0521657	998.05	2498.61	1	0	1000	2500
0.03375	0.997943	0.0770149	997.122	2497.94	1	0	1000	2500
0.03625	0.99705	0.110503	995.873	2497.05	1	0	1000	2500
0.03875	0.995886	0.154162	994.246	2495.88	1	0	1000	2500
0.04125	0.994419	0.209275	992.196	2494.41	1	0	1000	2500
0.04375	0.992626	0.276725	989.691	2492.61	1	0	1000	2500
0.04625	0.990497	0.356896	986.722	2490.47	1	0	1000	2500
0.04875	0.988039	0.449649	983.296	2488	1	0	1000	2500
0.05125	0.98527	0.554366	979.44	2485.21	0.999538	0.0172838	999.353	2499.54
0.05375	0.982218	0.670047	975.196	2482.13	0.994909	0.190895	992.879	2494.9
0.05625	0.978919	0.795449	970.613	2478.79	0.990296	0.364506	986.441	2490.27
0.05875	0.975409	0.929219	965.744	2475.23	0.985701	0.538117	980.038	2485.64
0.06125	0.971725	1.07002	960.642	2471.49	0.981122	0.711728	973.672	2481.01
0.06375	0.967902	1.2166	955.355	2467.59	0.976561	0.885339	967.34	2476.39
0.06625	0.96397	1.36788	949.925	2463.58	0.972017	1.05895	961.044	2471.78
0.06875	0.959952	1.52294	944.387	2459.47	0.96749	1.23256	954.783	2467.17
0.07125	0.955869	1.68104	938.769	2455.28	0.962979	1.40617	948.557	2462.56
0.07375	0.951737	1.8416	933.093	2451.03	0.958486	1.57978	942.366	2457.96
0.07625	0.947567	2.00424	927.373	2446.72	0.954009	1.75339	936.21	2453.36
0.07875	0.943364	2.1687	921.62	2442.38	0.949549	1.92701	930.088	2448.76
0.08125	0.939134	2.33484	915.84	2437.99	0.945105	2.10062	924.001	2444.17
0.08375	0.934892	2.50204	910.054	2433.58	0.940679	2.27423	917.947	2439.59
0.08625	0.930647	2.66998	904.274	2429.15	0.936268	2.44784	911.928	2435.01
0.08875	0.926401	2.83857	898.503	2424.71	0.931875	2.62145	905.943	2430.43
0.09125	0.922156	3.00771	892.745	2420.26	0.927498	2.79506	899.991	2425.86
0.09375	0.917916	3.17731	887.003	2415.81	0.923137	2.96867	894.073	2421.29
0.09625	0.913681	3.34732	881.279	2411.34	0.918793	3.14228	888.188	2416.72
0.09875	0.909453	3.51768	875.575	2406.87	0.914465	3.31589	882.336	2412.16
0.10125	0.905233	3.68834	869.892	2402.4	0.910154	3.48951	876.518	2407.61
0.10375	0.901023	3.85926	864.233	2397.92	0.905859	3.66312	870.732	2403.06
0.10625	0.896822	4.03041	858.598	2393.45	0.90158	3.83673	864.979	2398.51
0.10875	0.892633	4.20174	852.989	2388.97	0.897317	4.01034	859.259	2393.97
0.11125	0.888455	4.37324	847.405	2384.49	0.89307	4.18395	853.571	2389.43
0.11375	0.88429	4.54489	841.848	2380.01	0.88884	4.35756	847.916	2384.9
0.11625	0.880137	4.71666	836.318	2375.53	0.884625	4.53117	842.293	2380.37
0.11875	0.875998	4.88853	830.816	2371.06	0.880427	4.70478	836.701	2375.84
0.12125	0.871871	5.0605	825.343	2366.58	0.876244	4.87839	831.142	2371.32
0.12375	0.867759	5.23254	819.898	2362.11	0.872077	5.05201	825.614	2366.8
0.12625	0.86366	5.40465	814.481	2357.64	0.867927	5.22562	820.118	2362.29
0.12875	0.859575	5.57683	809.093	2353.18	0.863792	5.39923	814.653	2357.78
0.13125	0.855505	5.74905	803.735	2348.71	0.859672	5.57284	809.219	2353.28
0.13375	0.851449	5.92131	798.405	2344.25	0.855569	5.74645	803.817	2348.78
0.13625	0.847408	6.09362	793.105	2339.8	0.851481	5.92006	798.445	2344.28
0.13875	0.843381	6.26595	787.833	2335.34	0.847409	6.09367	793.104	2339.79
0.14125	0.839369	6.43831	782.591	2330.89	0.843353	6.26728	787.794	2335.31
0.14375	0.835371	6.6107	777.379	2326.45	0.839312	6.44089	782.515	2330.82
0.14625	0.831389	6.7831	772.195	2322	0.835286	6.61451	777.266	2326.35
0.14875	0.827421	6.95552	767.041	2317.57	0.831276	6.78812	772.046	2321.87
0.15125	0.823468	7.12795	761.916	2313.13	0.827282	6.96173	766.858	2317.4
0.15375	0.81953	7.30039	756.82	2308.7	0.823302	7.13534	761.698	2312.94
0.15625	0.815607	7.47285	751.752	2304.27	0.819338	7.30895	756.569	2308.48
0.15875	0.811699	7.6453	746.714	2299.85	0.81539	7.48256	751.47	2304.02
0.16125	0.807806	7.81777	741.705	2295.43	0.811456	7.65617	746.399	2299.57
0.16375	0.803927	7.99023	736.724	2291.02	0.807538	7.82978	741.359	2295.12
0.16625	0.800064	8.1627	731.772	2286.61	0.803635	8.00339	736.347	2290.68
0.16875	0.796215	8.33517	726.849	2282.2	0.799747	8.17701	731.364	2286.24
0.17125	0.792381	8.50764	721.954	2277.8	0.795874	8.35062	726.411	2281.8
0.17375	0.788562	8.68011	717.087	2273.4	0.792017	8.52423	721.486	2277.37
0.17625	0.784758	8.85257	712.249	2269.01	0.788174	8.69784	716.59	2272.94
0.17875	0.780969	9.02503	707.438	2264.62	0.784346	8.87145	711.722	2268.52
0.18125	0.777194	9.19749	702.656	2260.23	0.780533	9.04506	706.883	2264.1
0.18375	0.773434	9.36994	697.901	2255.85	0.776734	9.21867	702.072	2259.69
0.18625	0.769689	9.54238	693.175	2251.48	0.772951	9.39228	697.289	2255.28
0.18875	0.765958	9.71482	688.475	2247.11	0.769182	9.56589	692.534	2250.88
0.19125	0.762242	9.88725	683.804	2242.74	0.765428	9.73951	687.807	2246.48
0.19375	0.758541	10.0597	679.16	2238.38	0.761689	9.91312	683.107	2242.08
0.19625	0.754854	10.2321	674.543	2234.02	0.757965	10.0867	678.435	2237.69
0.19875	0.751181	10.4045	669.953	2229.67	0.754254	10.2603	673.791	2233.3
0.20125	0.747524	10.5769	665.39	2225.32	0.750559	10.434	669.173	2228.92
0.20375	0.74388	10.7493	660.855	2220.97	0.746878	10.6076	664.583	2224.54
0.20625	0.740251	10.9217	656.346	2216.63	0.743211	10.7812	660.02	2220.16
0.20875	0.736637	11.094	651.864	2212.3	0.739559	10.9548	655.484	2215.79
0.21125	0.733037	11.2664	647.408	2207.96	0.735921	11.1284	650.975	2211.43
0.21375	0.729451	11.4387	642.979	2203.64	0.732298	11.302	646.492	2207.07
0.21625	0.72588	11.6111	638.576	2199.32	0.728689	11.4756	642.035	2202.71
0.21875	0.722322	11.7834	634.199	2195	0.725094	11.6492	637.605	2198.35
0.22125	0.71878	11.9557	629.848	2190.69	0.721513	11.8228	633.202	2194.01
0.22375	0.715251	12.128	625.524	2186.38	0.717947	11.9965	628.824	2189.66
0.22625	0.711736	12.3002	621.225	2182.07	0.714394	12.1701	624.472	2185.32
0.22875	0.708236	12.4725	616.952	2177.78	0.710856	12.3437	620.146	2180.98
0.23125	0.70475	12.6447	612.704	2173.48	0.707332	12.5173	615.846	2176.65
0.23375	0.701278	12.817	608.482	2169.19	0.703821	12.6909	611.572	2172.33
0.23625	0.697819	12.9892	604.286	2164.91	0.700325	12.8645	607.322	2168
0.23875	0.694375	13.1613	600.114	2160.63	0.696842	13.0381	603.099	2163.68
0.24125	0.690945	13.3335	595.968	2156.35	0.693374	13.2117	598.9	2159.37
0.24375	0.687529	13.5057	591.847	2152.08	0.689919	13.3853	594.727	2155.06
0.24625	0.684127	13.6778	587.751	2147.81	0.686478	13.559	590.578	2150.75
0.24875	0.680739	13.8499	583.68	2143.55	0.683051	13.7326	586.454	2146.45
0.25125	0.677364	14.022	579.633	2139.3	0.679637	13.9062	582.355	2142.15
0.25375	0.674004	14.194	575.612	2135.05	0.676237	14.0798	578.281	2137.86
0.25625	0.670657	14.366	571.614	2130.8	0.672851	14.2534	574.231	2133.57
0.25875	0.667325	14.538	567.642	2126.56	0.669478	14.427	570.205	2129.29
0.26125	0.664006	14.71	563.693	2122.32	0.666119	14.6006	566.204	2125.01
0.26375	0.660701	14.8819	559.769	2118.09	0.662774	14.7742	562.226	2120.73
0.26625	0.65741	15.0538	555.869	2113.86	0.659441	14.9478	558.273	2116.46
0.26875	0.654132	15.2257	551.994	2109.64	0.656123	15.1215	554.344	2112.19
0.27125	0.650869	15.3975	548.142	2105.43	0.652817	15.2951	550.438	2107.93
0.27375	0.647619	15.5693	544.315	2101.21	0.649525	15.4687	546.556	2103.67
0.27625	0.644384	15.741	540.512	2097.01	0.646246	15.6423	542.697	2099.42
0.27875	0.641162	15.9127	536.732	2092.81	0.642981	15.8159	538.862	2095.17
0.28125	0.637955	16.0843	532.977	2088.62	0.639729	15.9895	535.05	2090.92
0.28375	0.634762	16.2558	529.246	2084.43	0.636489	16.1631	531.261	2086.68
0.28625	0.631583	16.4272	525.539	2080.25	0.633263	16.3367	527.495	2082.45
0.28875	0.628418	16.5986	521.856	2076.07	0.63005	16.5103	523.752	2078.21
0.29125	0.625269	16.7698	518.198	2071.9	0.626851	16.684	520.032	2073.99
0.29375	0.622134	16.941	514.565	2067.74	0.623664	16.8576	516.334	2069.76
0.29625	0.619014	17.1119	510.956	2063.59	0.62049	17.0312	512.659	2065.54
0.29875	0.61591	17.2827	507.372	2059.44	0.617329	17.2048	509.007	2061.33
