x	rho	u	p	e	rho_Ex	u_Ex	p_Ex	e_Ex
0.0005	1	0	1	2.5	1	0	1	2.5
0.0015	1	0	1	2.5	1	0	1	2.5
0.0025	1	0	1	2.5	1	0	1	2.5
0.0035	1	0	1	2.5	1	0	1	2.5
0.0045	1	0	1	2.5	1	0	1	2.5
0.0055	1	0	1	2.5	1	0	1	2.5
0.0065	1	0	1	2.5	1	0	1	2.5
0.0075	1	0	1	2.5	1	0	1	2.5
0.0085	1	0	1	2.5	1	0	1	2.5
0.0095	1	0	1	2.5	1	0	1	2.5
0.0105	1	0	1	2.5	1	0	1	2.5
0.0115	1	0	1	2.5	1	0	1	2.5
0.0125	1	0	1	2.5	1	0	1	2.5
0.0135	1	0	1	2.5	1	0	1	2.5
0.0145	1	0	1	2.5	1	0	1	2.5
0.0155	1	0	1	2.5	1	0	1	2.5
0.0165	1	0	1	2.5	1	0	1	2.5
0.0175	1	0	1	2.5	1	0	1	2.5
0.0185	1	0	1	2.5	1	0	1	2.5
0.0195	1	0	1	2.5	1	0	1	2.5
0.0205	1	0	1	2.5	1	0	1	2.5
0.0215	1	0	1	2.5	1	0	1	2.5
0.0225	1	0	1	2.5	1	0	1	2.5
0.0235	1	0	1	2.5	1	0	1	2.5
0.0245	1	0	1	2.5	1	0	1	2.5
0.0255	1	0	1	2.5	1	0	1	2.5
0.0265	1	0	1	2.5	1	0	1	2.5
0.0275	1	0	1	2.5	1	0	1	2.5
0.0285	1	0	1	2.5	1	0	1	2.5
0.0295	1	0	1	2.5	1	0	1	2.5
0.0305	1	0	1	2.5	1	0	1	2.5
0.0315	1	0	1	2.5	1	0	1	2.5
0.0325	1	0	1	2.5	1	0	1	2.5
0.0335	1	0	1	2.5	1	0	1	2.5
0.0345	1	0	1	2.5	1	0	1	2.5
0.0355	1	0	1	2.5	1	0	1	2.5
0.0365	1	0	1	2.5	1	0	1	2.5
0.0375	1	0	1	2.5	1	0	1	2.5
0.0385	1	0	1	2.5	1	0	1	2.5
0.0395	1	0	1	2.5	1	0	1	2.5
0.0405	1	0	1	2.5	1	0	1	2.5
0.0415	1	0	1	2.5	1	0	1	2.5
0.0425	1	0	1	2.5	1	0	1	2.5
0.0435	1	0	1	2.5	1	0	1	2.5
0.0445	1	0	1	2.5	1	0	1	2.5
0.0455	1	0	1	2.5	1	0	1	2.5
0.0465	1	0	1	2.5	1	0	1	2.5
0.0475	1	0	1	2.5	1	0	1	2.5
0.0485	1	0	1	2.5	1	0	1	2.5
0.0495	1	0	1	2.5	1	0	1	2.5
0.0505	1	0	1	2.5	1	0	1	2.5
0.0515	1	0	1	2.5	1	0	1	2.5
0.0525	1	0	1	2.5	1	0	1	2.5
0.0535	1	0	1	2.5	1	0	1	2.5
0.0545	1	0	1	2.5	1	0	1	2.5
0.0555	1	0	1	2.5	1	0	1	2.5
0.0565	1	0	1	2.5	1	0	1	2.5
0.0575	1	0	1	2.5	1	0	1	2.5
0.0585	1	0	1	2.5	1	0	1	2.5
0.0595	1	0	1	2.5	1	0	1	2.5
0.0605	1	0	1	2.5	1	0	1	2.5
0.0615	1	0	1	2.5	1	0	1	2.5
0.0625	1	0	1	2.5	1	0	1	2.5
0.0635	1	0	1	2.5	1	0	1	2.5
0.0645	1	0	1	2.5	1	0	1	2.5
0.0655	1	0	1	2.5	1	0	1	2.5
0.0665	1	0	1	2.5	1	0	1	2.5
0.0675	1	0	1	2.5	1	0	1	2.5
0.0685	1	0	1	2.5	1	0	1	2.5
0.0695	1	0	1	2.5	1	0	1	2.5
0.0705	1	0	1	2.5	1	0	1	2.5
0.0715	1	0	1	2.5	1	0	1	2.5
0.0725	1	0	1	2.5	1	0	1	2.5
0.0735	1	0	1	2.5	1	0	1	2.5
0.0745	1	0	1	2.5	1	0	1	2.5
0.0755	1	0	1	2.5	1	0	1	2.5
0.0765	1	0	1	2.5	1	0	1	2.5
0.0775	1	0	1	2.5	1	0	1	2.5
0.0785	1	0	1	2.5	1	0	1	2.5
0.0795	1	0	1	2.5	1	0	1	2.5
0.0805	1	0	1	2.5	1	0	1	2.5
0.0815	1	0	1	2.5	1	0	1	2.5
0.0825	1	0	1	2.5	1	0	1	2.5
0.0835	1	0	1	2.5	1	0	1	2.5
0.0845	1	0	1	2.5	1	0	1	2.5
0.0855	1	0	1	2.5	1	0	1	2.5
0.0865	1	0	1	2.5	1	0	1	2.5
0.0875	1	0	1	2.5	1	0	1	2.5
0.0885	1	0	1	2.5	1	0	1	2.5
0.0895	1	0	1	2.5	1	0	1	2.5
0.0905	1	0	1	2.5	1	0	1	2.5
0.0915	1	0	1	2.5	1	0	1	2.5
0.0925	1	0	1	2.5	1	0	1	2.5
0.0935	1	0	1	2.5	1	0	1	2.5
0.0945	1	0	1	2.5	1	0	1	2.5
0.0955	1	0	1	2.5	1	0	1	2.5
0.0965	1	0	1	2.5	1	0	1	2.5
0.0975	1	0	1	2.5	1	0	1	2.5
0.0985	1	0	1	2.5	1	0	1	2.5
0.0995	1	0	1	2.5	1	0	1	2.5
0.1005	1	0	1	2.5	1	0	1	2.5
0.1015	1	0	1	2.5	1	0	1	2.5
0.1025	1	-6.79983e-17	1	2.5	1	0	1	2.5
0.1035	1	-1.21351e-16	1	2.5	1	0	1	2.5
0.1045	1	-9.4668e-17	1	2.5	1	0	1	2.5
0.1055	1	-1.6264e-16	1	2.5	1	0	1	2.5
0.1065	1	-1.21377e-16	1	2.5	1	0	1	2.5
0.1075	1	-6.79758e-17	1	2.5	1	0	1	2.5
0.1085	1	-1.21341e-16	1	2.5	1	0	1	2.5
0.1095	1	-2.2334e-16	1	2.5	1	0	1	2.5
0.1105	1	-1.55322e-16	1	2.5	1	0	1	2.5
0.1115	1	-1.62691e-16	1	2.5	1	0	1	2.5
0.1125	1	-1.21303e-16	1	2.5	1	0	1	2.5
0.1135	1	-1.62702e-16	1	2.5	1	0	1	2.5
0.1145	1	-1.2131e-16	1	2.5	1	0	1	2.5
0.1155	1	-1.28681e-16	1	2.5	1	0	1	2.5
0.1165	1	-1.28674e-16	1	2.5	1	0	1	2.5
0.1175	1	-1.55295e-16	1	2.5	1	0	1	2.5
0.1185	1	-1.89364e-16	1	2.5	1	0	1	2.5
0.1195	1	-1.89335e-16	1	2.5	1	0	1	2.5
0.1205	1	-1.55322e-16	1	2.5	1	0	1	2.5
0.1215	1	-1.62686e-16	1	2.5	1	0	1	2.5
0.1225	1	-1.21305e-16	1	2.5	1	0	1	2.5
0.1235	1	-1.28688e-16	1	2.5	1	0	1	2.5
0.1245	1	-1.28656e-16	1	2.5	1	0	1	2.5
0.1255	1	-1.21339e-16	1	2.5	1	0	1	2.5
0.1265	1	-1.62678e-16	1	2.5	1	0	1	2.5
0.1275	1	-1.55294e-16	1	2.5	1	0	1	2.5
0.1285	1	-1.89363e-16	1	2.5	1	0	1	2.5
0.1295	1	-1.89328e-16	1	2.5	1	0	1	2.5
0.1305	1	-1.55324e-16	1	2.5	1	0	1	2.5
0.1315	1	-1.62681e-16	1	2.5	1	0	1	2.5
0.1325	1	-1.21317e-16	1	2.5	1	0	1	2.5
0.1335	1	-1.2867e-16	1	2.5	1	0	1	2.5
0.1345	1	-1.28657e-16	1	2.5	1	0	1	2.5
0.1355	1	-1.21335e-16	1	2.5	1	0	1	2.5
0.1365	1	-1.62676e-16	1	2.5	1	0	1	2.5
0.1375	1	-1.2131e-16	1	2.5	1	0	1	2.5
0.1385	1	-1.62667e-16	1	2.5	1	0	1	2.5
0.1395	1	-1.55351e-16	1	2.5	1	0	1	2.5
0.1405	1	-1.55314e-16	1	2.5	1	0	1	2.5
0.1415	1	-1.28677e-16	1	2.5	1	0	1	2.5
0.1425	1	-1.28647e-16	1	2.5	1	0	1	2.5
0.1435	1	-1.21319e-16	1	2.5	1	0	1	2.5
0.1445	1	-1.62688e-16	1	2.5	1	0	1	2.5
0.1455	1	-1.21306e-16	1	2.5	1	0	1	2.5
0.1465	1	-1.62701e-16	1	2.5	1	0	1	2.5
0.1475	1	-1.55324e-16	1	2.5	1	0	1	2.5
0.1485	1	-1.55312e-16	1	2.5	1	0	1	2.5
0.1495	1	-1.6269e-16	1	2.5	1	0	1	2.5
0.1505	1	-1.55308e-16	1	2.5	1	0	1	2.5
0.1515	1	-1.38332e-16	1	2.5	1	0	1	2.5
0.1525	1	-8.50195e-17	1	2.5	1	0	1	2.5
0.1535	1	-1.04307e-16	1	2.5	1	0	1	2.5
0.1545	1	-8.50247e-17	1	2.5	1	0	1	2.5
0.1555	1	-1.21317e-16	1	2.5	1	0	1	2.5
0.1565	1	-2.23354e-16	1	2.5	1	0	1	2.5
0.1575	1	-1.55322e-16	1	2.5	1	0	1	2.5
0.1585	1	-3.39978e-17	1	2.5	1	0	1	2.5
