x	rho	u	p	e	rhoEx	uEx	pEx	eEx
0.005	998.924	2.85385	9.92445e+08	1.06952e+06	1000	0	1e+09	1.07059e+06
0.015	998.019	5.25487	9.86101e+08	1.06862e+06	1000	0	1e+09	1.07059e+06
0.025	997.021	7.89508	9.79143e+08	1.06763e+06	1000	0	1e+09	1.07059e+06
0.035	995.539	11.8176	9.68847e+08	1.06618e+06	1000	0	1e+09	1.07059e+06
0.045	993.606	16.9256	9.55502e+08	1.06431e+06	1000	0	1e+09	1.07059e+06
0.055	991.141	23.4319	9.38608e+08	1.06194e+06	1000	0	1e+09	1.07059e+06
0.065	988.133	31.3579	9.18181e+08	1.05909e+06	1000	0	1e+09	1.07059e+06
0.075	984.585	40.681	8.94367e+08	1.05579e+06	997.058	7.79848	9.7939e+08	1.06767e+06
0.085	980.534	51.3008	8.67523e+08	1.0521e+06	991.155	23.397	9.38658e+08	1.06194e+06
0.095	976.028	63.0768	8.38102e+08	1.0481e+06	985.227	38.9954	8.98576e+08	1.05636e+06
0.105	971.121	75.8565	8.06583e+08	1.04385e+06	979.273	54.5939	8.59142e+08	1.05094e+06
0.115	965.86	89.5088	7.73382e+08	1.03942e+06	973.295	70.1924	8.20351e+08	1.04568e+06
0.125	960.273	103.95	7.38789e+08	1.03487e+06	967.291	85.7909	7.82199e+08	1.04057e+06
0.135	954.459	118.861	7.03494e+08	1.0303e+06	961.26	101.389	7.44683e+08	1.03561e+06
0.145	948.594	133.884	6.68616e+08	1.02586e+06	955.203	116.988	7.07799e+08	1.03082e+06
0.155	942.695	148.933	6.34278e+08	1.02156e+06	949.119	132.586	6.71542e+08	1.0262e+06
0.165	936.767	163.991	6.00498e+08	1.01742e+06	943.007	148.185	6.35908e+08	1.02173e+06
0.175	930.811	179.051	5.67287e+08	1.01344e+06	936.868	163.783	6.00894e+08	1.01744e+06
0.185	924.83	194.106	5.34654e+08	1.00961e+06	930.7	179.382	5.66495e+08	1.01331e+06
0.195	918.824	209.155	5.02603e+08	1.00595e+06	924.504	194.98	5.32708e+08	1.00935e+06
0.205	912.795	224.193	4.71135e+08	1.00246e+06	918.278	210.579	4.99528e+08	1.00557e+06
0.215	906.743	239.219	4.40249e+08	999131	912.023	226.177	4.66952e+08	1.00196e+06
0.225	900.669	254.229	4.09947e+08	995974	905.737	241.776	4.34974e+08	998528
0.235	894.574	269.22	3.8023e+08	992990	899.421	257.374	4.03592e+08	995278
0.245	888.459	284.188	3.51102e+08	990182	893.074	272.973	3.72801e+08	992211
0.255	882.326	299.126	3.22568e+08	987552	886.694	288.571	3.42596e+08	989331
0.265	876.18	314.025	2.94638e+08	985104	880.283	304.17	3.12973e+08	986639
0.275	870.026	328.871	2.67329e+08	982840	873.839	319.768	2.83929e+08	984140
0.285	863.872	343.643	2.4067e+08	980766	867.361	335.367	2.55459e+08	981835
0.295	857.729	358.313	2.147e+08	978885	860.849	350.965	2.27559e+08	979730
0.305	851.616	372.838	1.89477e+08	977200	854.303	366.564	2.00224e+08	977827
0.315	845.559	387.156	1.6509e+08	975717	847.721	382.162	1.73451e+08	976130
0.325	839.599	401.175	1.41665e+08	974437	841.103	397.761	1.47235e+08	974642
0.335	833.792	414.766	1.19383e+08	973364	834.449	413.359	1.21571e+08	973369
0.345	828.217	427.752	9.84831e+07	972494	827.757	428.958	9.64548e+07	972314
0.355	822.974	439.906	7.92646e+07	971822	821.027	444.556	7.18828e+07	971481
0.365	818.183	450.962	6.2069e+07	971331	814.259	460.154	4.78502e+07	970876
0.375	813.971	460.642	4.72359e+07	970997	807.45	475.753	2.43525e+07	970503
0.385	810.449	468.707	3.50341e+07	970789	804.445	482.61	1.41905e+07	970414
0.395	807.682	475.022	2.55812e+07	970672	804.445	482.61	1.41905e+07	970414
0.405	805.671	479.6	1.87827e+07	970613	804.445	482.61	1.41905e+07	970414
0.415	804.34	482.621	1.43216e+07	970588	804.445	482.61	1.41905e+07	970414
0.425	803.555	484.394	1.17153e+07	970582	804.445	482.61	1.41905e+07	970414
0.435	803.16	485.28	1.04176e+07	970584	804.445	482.61	1.41905e+07	970414
0.445	803.004	485.619	9.92251e+06	970592	804.445	482.61	1.41905e+07	970414
0.455	802.965	485.69	9.82412e+06	970603	804.445	482.61	1.41905e+07	970414
0.465	802.985	485.623	9.92436e+06	970615	804.445	482.61	1.41905e+07	970414
0.475	803.107	485.327	1.03638e+07	970629	804.445	482.61	1.41905e+07	970414
0.485	803.262	484.952	1.09194e+07	970645	804.445	482.61	1.41905e+07	970414
0.495	803.371	484.678	1.13251e+07	970662	804.445	482.61	1.41905e+07	970414
0.505	803.452	484.467	1.164e+07	970680	804.445	482.61	1.41905e+07	970414
0.515	803.512	484.298	1.18927e+07	970699	804.445	482.61	1.41905e+07	970414
0.525	803.557	484.164	1.20954e+07	970719	804.445	482.61	1.41905e+07	970414
0.535	803.588	484.057	1.22581e+07	970741	804.445	482.61	1.41905e+07	970414
0.545	803.608	483.969	1.23925e+07	970766	804.445	482.61	1.41905e+07	970414
0.555	803.622	483.893	1.25099e+07	970792	804.445	482.61	1.41905e+07	970414
0.565	803.63	483.823	1.26201e+07	970823	804.445	482.61	1.41905e+07	970414
