x	rho	u	p	e	rhoEx	uEx	pEx	eEx
0.24375	0.89303	0.132353	0.853522	2.3894	0.893427	0.131847	0.854048	2.38981
0.24625	0.886744	0.140518	0.845124	2.38266	0.887009	0.14018	0.845472	2.38293
0.24875	0.880484	0.148696	0.836782	2.37592	0.880629	0.148513	0.83697	2.37606
0.25125	0.87425	0.156886	0.8285	2.36917	0.874285	0.156847	0.828542	2.3692
0.25375	0.868044	0.165085	0.820278	2.36243	0.867978	0.16518	0.820186	2.36235
0.25625	0.861868	0.173292	0.812119	2.35569	0.861708	0.173513	0.811903	2.3555
0.25875	0.855722	0.181505	0.804023	2.34896	0.855474	0.181847	0.803691	2.34867
0.26125	0.849607	0.189725	0.795991	2.34223	0.849276	0.19018	0.795551	2.34185
0.26375	0.843524	0.197949	0.788023	2.33551	0.843113	0.198513	0.787482	2.33504
0.26625	0.837472	0.206177	0.78012	2.32879	0.836987	0.206847	0.779482	2.32824
0.26875	0.831453	0.214408	0.772281	2.32208	0.830897	0.21518	0.771553	2.32145
0.27125	0.825466	0.222643	0.764507	2.31538	0.824841	0.223513	0.763693	2.31467
0.27375	0.819511	0.230881	0.756798	2.30869	0.818822	0.231847	0.755901	2.30789
0.27625	0.813589	0.239121	0.749153	2.302	0.812837	0.24018	0.748178	2.30113
0.27875	0.8077	0.247363	0.741573	2.29532	0.806888	0.248513	0.740522	2.29438
0.28125	0.801844	0.255607	0.734056	2.28865	0.800973	0.256847	0.732934	2.28764
0.28375	0.796021	0.263853	0.726604	2.28199	0.795093	0.26518	0.725413	2.2809
0.28625	0.79023	0.2721	0.719214	2.27533	0.789248	0.273513	0.717957	2.27418
0.28875	0.784472	0.280349	0.711888	2.26869	0.783437	0.281847	0.710568	2.26747
0.29125	0.778746	0.288599	0.704625	2.26205	0.77766	0.29018	0.703244	2.26077
0.29375	0.773054	0.296851	0.697425	2.25542	0.771918	0.298513	0.695984	2.25408
0.29625	0.767394	0.305103	0.690286	2.2488	0.766209	0.306847	0.688789	2.24739
0.29875	0.761766	0.313357	0.68321	2.24219	0.760534	0.31518	0.681658	2.24072
0.30125	0.75617	0.321612	0.676194	2.23559	0.754893	0.323513	0.67459	2.23406
0.30375	0.750607	0.329868	0.66924	2.229	0.749286	0.331847	0.667585	2.2274
0.30625	0.745076	0.338125	0.662347	2.22241	0.743712	0.34018	0.660643	2.22076
0.30875	0.739577	0.346382	0.655513	2.21584	0.738171	0.348513	0.653762	2.21413
0.31125	0.73411	0.354641	0.64874	2.20927	0.732663	0.356847	0.646943	2.20751
0.31375	0.728675	0.3629	0.642025	2.20271	0.727188	0.36518	0.640185	2.20089
0.31625	0.723272	0.37116	0.63537	2.19617	0.721746	0.373513	0.633488	2.19429
0.31875	0.7179	0.379421	0.628774	2.18963	0.716337	0.381847	0.626851	2.1877
0.32125	0.71256	0.387683	0.622235	2.1831	0.71096	0.39018	0.620273	2.18111
0.32375	0.707251	0.395945	0.615755	2.17658	0.705615	0.398513	0.613755	2.17454
0.32625	0.701973	0.404208	0.609332	2.17007	0.700302	0.406847	0.607295	2.16797
0.32875	0.696727	0.412472	0.602965	2.16357	0.695022	0.41518	0.600894	2.16142
0.33125	0.691511	0.420736	0.596656	2.15707	0.689773	0.423513	0.594551	2.15488
0.33375	0.686327	0.429001	0.590403	2.15059	0.684557	0.431847	0.588265	2.14834
0.33625	0.681173	0.437266	0.584205	2.14412	0.679372	0.44018	0.582037	2.14182
0.33875	0.67605	0.445533	0.578063	2.13765	0.674218	0.448513	0.575865	2.13531
0.34125	0.670957	0.453799	0.571976	2.1312	0.669095	0.456847	0.569749	2.1288
0.34375	0.665895	0.462066	0.565944	2.12475	0.664004	0.46518	0.563689	2.12231
0.34625	0.660863	0.470334	0.559966	2.11831	0.658944	0.473513	0.557684	2.11582
0.34875	0.655862	0.478602	0.554042	2.11189	0.653915	0.481847	0.551734	2.10935
0.35125	0.65089	0.48687	0.548172	2.10547	0.648916	0.49018	0.545839	2.10288
0.35375	0.645948	0.495139	0.542354	2.09906	0.643949	0.498513	0.539997	2.09643
