x	rho	u	p	e
0.005	1.33325	111.802	149992	281253
0.015	1.33325	111.802	149992	281253
0.025	1.33325	111.802	149992	281253
0.035	1.33325	111.802	149992	281253
0.045	1.33325	111.801	149992	281253
0.055	1.33325	111.8	149993	281253
0.065	1.33326	111.8	149993	281253
0.075	1.33326	111.799	149993	281253
0.085	1.33326	111.799	149993	281254
0.095	1.33326	111.8	149993	281254
0.105	1.33325	111.801	149993	281253
0.115	1.33323	111.806	149990	281251
0.125	1.33316	111.827	149978	281246
0.135	1.33295	111.889	149946	281230
0.145	1.33242	112.036	149868	281195
0.155	1.33128	112.349	149703	281125
0.165	1.32903	112.96	149380	280994
0.175	1.32484	114.091	148785	280760
0.185	1.31769	116.03	147769	280356
0.195	1.30673	119.079	146184	279676
0.205	1.29141	123.507	143909	278590
0.215	1.27142	129.526	140866	276986
0.225	1.2499	136.241	137543	275108
0.235	1.2314	142.189	134649	273365
0.245	1.21616	147.23	132238	271836
0.255	1.20418	151.301	130318	270554
0.265	1.19522	154.383	128880	269574
0.275	1.18905	156.499	127899	268910
0.285	1.18545	157.721	127334	268535
0.295	1.18412	158.205	127108	268361
0.305	1.18402	158.224	127096	268356
0.315	1.1862	157.528	127414	268534
0.325	1.1946	154.806	128668	269269
0.335	1.21612	147.825	131933	271216
0.345	1.25296	136.128	137573	274496
0.355	1.27994	127.799	141722	276814
0.365	1.2937	123.583	143861	278005
0.375	1.29974	121.731	144809	278535
0.385	1.30248	120.957	145209	278717
0.395	1.30377	120.528	145430	278864
0.405	1.30505	120.107	145646	279004
0.415	1.30777	119.31	146056	279207
0.425	1.31384	117.526	146980	279676
0.435	1.3205	115.508	148034	280261
0.445	1.324	114.331	148649	280682
0.455	1.32554	113.748	148956	280936
0.465	1.32621	113.499	149086	281039
0.475	1.32644	113.419	149127	281065
0.485	1.32652	113.397	149138	281071
0.495	0.175178	113.397	149138	1.27068e+06
0.505	0.175177	113.392	149137	1.27067e+06
0.515	0.175179	113.374	149139	1.27068e+06
0.525	0.17518	113.351	149139	1.27066e+06
0.535	0.175174	113.294	149129	1.27063e+06
0.545	0.175169	113.247	149122	1.2706e+06
0.555	0.175163	113.182	149112	1.27056e+06
0.565	0.175157	113.101	149104	1.27054e+06
0.575	0.175153	112.991	149101	1.27054e+06
0.585	0.175154	112.864	149102	1.27054e+06
0.595	0.175151	112.759	149095	1.2705e+06
0.605	0.175142	112.654	149083	1.27046e+06
0.615	0.175137	112.415	149085	1.27052e+06
0.625	0.175133	111.906	149092	1.27061e+06
0.635	0.175094	110.744	149041	1.27045e+06
0.645	0.175176	110.136	149157	1.27085e+06
0.655	1.32826	110.14	149158	280740
0.665	1.32435	108.971	148543	280409
0.675	1.32211	108.268	148179	280193
0.685	1.32153	108.04	148064	280099
0.695	1.32135	107.938	148012	280040
0.705	1.32106	107.83	147950	279984
0.715	1.32023	107.573	147812	279899
0.725	1.31813	106.922	147479	279712
0.735	1.31356	105.525	146758	279314
0.745	1.30496	102.925	145408	278569
0.755	1.29175	98.91	143347	277427
0.765	1.28047	95.4447	141594	276450
0.775	1.27295	93.112	140428	275791
0.785	1.26618	91.003	139380	275198
0.795	1.25789	88.4372	138103	274473
0.805	1.24239	83.5811	135721	273103
0.815	1.20711	72.3	130346	269954
0.825	1.13388	48.1651	119369	263188
0.835	1.05643	20.8577	108032	255652
0.845	1.02004	7.47344	102823	252007
0.855	1.00657	2.45582	100922	250657
0.865	1.00206	0.7716	100289	250206
0.875	1.00063	0.235205	100088	250063
0.885	1.00019	0.0698485	100026	250019
0.895	1.00005	0.0202318	100008	250005
0.905	1.00002	0.00572046	100002	250002
0.915	1	0.0015808	100001	250000
0.925	1	0.000427686	100000	250000
0.935	1	0.000113526	100000	250000
0.945	1	2.96316e-05	100000	250000
0.955	1	7.62059e-06	100000	250000
0.965	1	1.93386e-06	100000	250000
0.975	1	4.86552e-07	100000	250000
0.985	1	1.08467e-07	100000	250000
0.995	1	1.0686e-07	100000	250000
