x	rho	u	p	e	rhoEx	uEx	pEx	eEx
0.005	0.999999	-2	0.399999	1	1	-2	0.4	1
0.015	0.999986	-1.99999	0.399992	0.999994	1	-2	0.4	1
0.025	0.999867	-1.9999	0.399925	0.999947	1	-2	0.4	1
0.035	0.999157	-1.99937	0.399528	0.999663	1	-2	0.4	1
0.045	0.996305	-1.99723	0.397934	0.998525	1	-2	0.4	1
0.055	0.988256	-1.99119	0.393453	0.99532	1	-2	0.4	1
0.065	0.971436	-1.97847	0.384148	0.988609	1	-2	0.4	1
0.075	0.943825	-1.95722	0.36903	0.977487	1	-2	0.4	1
0.085	0.905944	-1.92727	0.348585	0.96194	1	-2	0.4	1
0.095	0.859815	-1.88942	0.324141	0.942474	0.947325	-1.95972	0.370816	0.978587
0.105	0.807521	-1.84371	0.296622	0.918311	0.878333	-1.90417	0.333567	0.949432
0.115	0.752644	-1.79299	0.268628	0.89228	0.813421	-1.84861	0.299572	0.920717
0.125	0.699916	-1.74211	0.242595	0.866515	0.752405	-1.79306	0.268591	0.892443
0.135	0.649947	-1.69083	0.218737	0.841366	0.695106	-1.7375	0.240398	0.86461
0.145	0.602618	-1.63936	0.196838	0.816595	0.641353	-1.68195	0.214781	0.837219
0.155	0.557829	-1.58779	0.176742	0.7921	0.590978	-1.62639	0.19154	0.810268
0.165	0.515641	-1.53603	0.158367	0.767819	0.543819	-1.57083	0.170489	0.783758
0.175	0.476056	-1.48399	0.141608	0.743652	0.49972	-1.51528	0.151453	0.757688
0.185	0.438913	-1.43171	0.126324	0.719525	0.458529	-1.45972	0.134268	0.73206
0.195	0.404002	-1.37919	0.112394	0.695507	0.4201	-1.40417	0.118783	0.706873
0.205	0.371117	-1.32639	0.0997281	0.67181	0.384293	-1.34861	0.104854	0.682126
0.215	0.340045	-1.27323	0.0882382	0.648725	0.350969	-1.29306	0.09235	0.657821
0.225	0.310592	-1.21968	0.0778405	0.626549	0.319999	-1.2375	0.0811461	0.633956
0.235	0.282628	-1.16571	0.0684584	0.605552	0.291254	-1.18195	0.0711281	0.610533
0.245	0.256096	-1.11127	0.0600232	0.585945	0.264613	-1.12639	0.0621894	0.58755
0.255	0.230991	-1.05632	0.052468	0.567858	0.239959	-1.07083	0.0542315	0.565008
0.265	0.207342	-1.00083	0.0457258	0.551334	0.217177	-1.01528	0.0471628	0.542907
0.275	0.185196	-0.944809	0.0397323	0.536353	0.196159	-0.959724	0.040899	0.521247
0.285	0.164614	-0.888207	0.0344278	0.522857	0.176802	-0.904168	0.0353623	0.500028
0.295	0.145646	-0.830949	0.0297564	0.510765	0.159003	-0.848613	0.0304809	0.47925
0.305	0.12832	-0.772946	0.0256629	0.499981	0.142668	-0.793057	0.0261888	0.458913
0.315	0.11262	-0.714125	0.0220909	0.490388	0.127703	-0.737502	0.0224255	0.439016
0.325	0.0984933	-0.654451	0.0189838	0.481855	0.114022	-0.681946	0.0191356	0.419561
0.335	0.0858587	-0.593933	0.0162872	0.474243	0.101539	-0.62639	0.0162684	0.400546
0.345	0.0746173	-0.532593	0.0139512	0.467425	0.090174	-0.570835	0.0137776	0.381973
0.355	0.0646691	-0.470404	0.011933	0.461309	0.0798503	-0.515279	0.0116211	0.36384
0.365	0.0559036	-0.407371	0.0101924	0.455804	0.0704946	-0.459724	0.00976065	0.346148
0.375	0.0482126	-0.343486	0.00869465	0.45085	0.0620372	-0.404168	0.00816155	0.328898
0.385	0.0414992	-0.278787	0.0074109	0.446448	0.0544116	-0.348613	0.00679248	0.312088
0.395	0.0356911	-0.213634	0.00632074	0.44274	0.0475551	-0.293057	0.00562518	0.295719
0.405	0.0307675	-0.149484	0.00541798	0.440236	0.0414079	-0.237502	0.00463422	0.279791
0.415	0.0267977	-0.0900301	0.00472021	0.440356	0.0359135	-0.181946	0.00379683	0.264304
0.425	0.0238674	-0.0424305	0.00425475	0.445666	0.0310184	-0.12639	0.00309263	0.249257
0.435	0.0220438	-0.011603	0.00405653	0.460053	0.0266723	-0.0708349	0.00250349	0.234652
0.445	0.020906	0.00130304	0.00405331	0.484707	0.0228276	-0.0152793	0.00201328	0.220488
0.455	0.0200712	-0.000984447	0.00418914	0.521785	0.0218521	0	0.00189387	0.216669
0.465	0.0190044	-0.0034298	0.00436429	0.574115	0.0218521	0	0.00189387	0.216669
0.475	0.0172257	-0.00155285	0.00445154	0.64606	0.0218521	0	0.00189387	0.216669
0.485	0.0149284	-0.000221349	0.00447693	0.749736	0.0218521	0	0.00189387	0.216669
0.495	0.0149297	3.20557e-06	0.00447748	0.749763	0.0218521	0	0.00189387	0.216669
0.505	0.0149297	-3.20557e-06	0.00447748	0.749763	0.0218521	0	0.00189387	0.216669
0.515	0.0149284	0.000221349	0.00447693	0.749736	0.0218521	0	0.00189387	0.216669
0.525	0.0172257	0.00155285	0.00445154	0.64606	0.0218521	0	0.00189387	0.216669
0.535	0.0190044	0.0034298	0.00436429	0.574115	0.0218521	0	0.00189387	0.216669
0.545	0.0200712	0.000984447	0.00418914	0.521785	0.0218521	0	0.00189387	0.216669
0.555	0.020906	-0.00130304	0.00405331	0.484707	0.0228276	0.0152793	0.00201328	0.220488
0.565	0.0220438	0.011603	0.00405653	0.460053	0.0266723	0.0708349	0.00250349	0.234652
0.575	0.0238674	0.0424305	0.00425475	0.445666	0.0310184	0.12639	0.00309263	0.249257
0.585	0.0267977	0.0900301	0.00472021	0.440356	0.0359135	0.181946	0.00379683	0.264304
0.595	0.0307675	0.149484	0.00541798	0.440236	0.0414079	0.237502	0.00463422	0.279791
0.605	0.0356911	0.213634	0.00632074	0.44274	0.0475551	0.293057	0.00562518	0.295719
0.615	0.0414992	0.278787	0.0074109	0.446448	0.0544116	0.348613	0.00679248	0.312088
0.625	0.0482126	0.343486	0.00869465	0.45085	0.0620372	0.404168	0.00816155	0.328898
0.635	0.0559036	0.407371	0.0101924	0.455804	0.0704946	0.459724	0.00976065	0.346148
0.645	0.0646691	0.470404	0.011933	0.461309	0.0798503	0.515279	0.0116211	0.36384
0.655	0.0746173	0.532593	0.0139512	0.467425	0.090174	0.570835	0.0137776	0.381973
0.665	0.0858587	0.593933	0.0162872	0.474243	0.101539	0.62639	0.0162684	0.400546
0.675	0.0984933	0.654451	0.0189838	0.481855	0.114022	0.681946	0.0191356	0.419561
0.685	0.11262	0.714125	0.0220909	0.490388	0.127703	0.737502	0.0224255	0.439016
0.695	0.12832	0.772946	0.0256629	0.499981	0.142668	0.793057	0.0261888	0.458913
0.705	0.145646	0.830949	0.0297564	0.510765	0.159003	0.848613	0.0304809	0.47925
0.715	0.164614	0.888207	0.0344278	0.522857	0.176802	0.904168	0.0353623	0.500028
0.725	0.185196	0.944809	0.0397323	0.536353	0.196159	0.959724	0.040899	0.521247
0.735	0.207342	1.00083	0.0457258	0.551334	0.217177	1.01528	0.0471628	0.542907
0.745	0.230991	1.05632	0.052468	0.567858	0.239959	1.07083	0.0542315	0.565008
0.755	0.256096	1.11127	0.0600232	0.585945	0.264613	1.12639	0.0621894	0.58755
0.765	0.282628	1.16571	0.0684584	0.605552	0.291254	1.18195	0.0711281	0.610533
0.775	0.310592	1.21968	0.0778405	0.626549	0.319999	1.2375	0.0811461	0.633956
0.785	0.340045	1.27323	0.0882382	0.648725	0.350969	1.29306	0.09235	0.657821
0.795	0.371117	1.32639	0.0997281	0.67181	0.384293	1.34861	0.104854	0.682126
0.805	0.404002	1.37919	0.112394	0.695507	0.4201	1.40417	0.118783	0.706873
0.815	0.438913	1.43171	0.126324	0.719525	0.458529	1.45972	0.134268	0.73206
0.825	0.476056	1.48399	0.141608	0.743652	0.49972	1.51528	0.151453	0.757688
0.835	0.515641	1.53603	0.158367	0.767819	0.543819	1.57083	0.170489	0.783758
0.845	0.557829	1.58779	0.176742	0.7921	0.590978	1.62639	0.19154	0.810268
0.855	0.602618	1.63936	0.196838	0.816595	0.641353	1.68195	0.214781	0.837219
0.865	0.649947	1.69083	0.218737	0.841366	0.695106	1.7375	0.240398	0.86461
0.875	0.699916	1.74211	0.242595	0.866515	0.752405	1.79306	0.268591	0.892443
0.885	0.752644	1.79299	0.268628	0.89228	0.813421	1.84861	0.299572	0.920717
0.895	0.807521	1.84371	0.296622	0.918311	0.878333	1.90417	0.333567	0.949432
0.905	0.859815	1.88942	0.324141	0.942474	0.947325	1.95972	0.370816	0.978587
0.915	0.905944	1.92727	0.348585	0.96194	1	2	0.4	1
0.925	0.943825	1.95722	0.36903	0.977487	1	2	0.4	1
0.935	0.971436	1.97847	0.384148	0.988609	1	2	0.4	1
0.945	0.988256	1.99119	0.393453	0.99532	1	2	0.4	1
0.955	0.996305	1.99723	0.397934	0.998525	1	2	0.4	1
0.965	0.999157	1.99937	0.399528	0.999663	1	2	0.4	1
0.975	0.999867	1.9999	0.399925	0.999947	1	2	0.4	1
0.985	0.999986	1.99999	0.399992	0.999994	1	2	0.4	1
0.995	0.999998	2	0.399999	0.999999	1	2	0.4	1
